iter	Passed	Remaining
516	128352	119911
517	128590	119654
518	128848	119414
519	129182	119245
520	129518	119077
521	129783	118844
522	129994	118561
523	130248	118317
524	130610	118171
525	130853	117917
526	131085	117653
527	131311	117384
528	131730	117287
529	131974	117033
530	132207	116770
531	132467	116531
532	132886	116431
533	133133	116180
534	133385	115933
535	133639	115687
536	134038	115567
537	134294	115323
538	134517	115051
539	134746	114784
540	135003	114540
541	135370	114390
542	135643	114160
543	135883	113902
544	136114	113636
545	136475	113479
546	136701	113209
547	136961	112968
548	137203	112712
549	137638	112613
550	137875	112352
551	138133	112108
552	138420	111888
553	138810	111750
554	139068	111505
555	139317	111253
556	139569	111004
557	139993	110890
558	140257	110650
559	140517	110406
560	140784	110168
561	141306	110128
562	141572	109888
563	141846	109654
564	142103	109406
565	142508	109273
566	142751	109014
567	142986	108750
568	143200	108469
569	143585	108319
570	143829	108060
571	144089	107815
572	144317	107545
573	144769	107442
574	144973	107154
575	145209	106890
576	145449	106629
577	145664	106350
578	146038	106186
579	146274	105923
580	146513	105661
581	146753	105400
582	147199	105286
583	147462	105041
584	147690	104772
585	147929	104509
586	148170	104249
587	148519	104064
588	148747	103795
589	149021	103556
590	149280	103309
591	149656	103141
592	149933	102905
593	150207	102667
594	150484	102430
595	150954	102324
596	151220	102079
597	151486	101835
598	151754	101592
599	152120	101413
600	152365	101154
601	152663	100930
602	152932	100686
603	153398	100572
604	153647	100315
605	153882	100049
606	154118	99783
607	154508	99617
608	154739	99348
609	154990	99092
610	155240	98835
611	155670	98693
612	155937	98446
613	156217	98208
614	156454	97943
615	156905	97811
616	157168	97561
617	157455	97326
618	157697	97064
619	158090	96893
620	158312	96619
621	158516	96333
622	158796	96093
623	159024	95822
624	159521	95712
625	159799	95471
626	160051	95214
627	160315	94964
628	160746	94812
629	160973	94539
630	161209	94273
631	161464	94017
632	161967	93905
633	162237	93657
634	162518	93415
635	162883	93222
636	163224	93015
637	163520	92781
638	163803	92539
639	164241	92386
640	164529	92147
641	164789	91891
642	165070	91649
643	165539	91509
644	165818	91264
645	166057	90997
646	166305	90735
647	166706	90556
648	166994	90316
649	167245	90055
650	167488	89790
651	167960	89647
652	168197	89379
653	168458	89123
654	168710	88862
655	169152	88701
656	169412	88445
657	169662	88183
658	169936	87933
659	170433	87799
660	170720	87555
661	170965	87290
662	171209	87025
663	171630	86849
664	171868	86580
665	172128	86322
666	172385	86063
667	172694	85830
668	173106	85647
669	173368	85390
670	173634	85135
671	174135	84994
672	174408	84742
673	174625	84462
674	174893	84208
675	175344	84040
676	175618	83788
677	175865	83523
678	176106	83255
679	176519	83068
680	176845	82839
681	177124	82588
682	177403	82338
683	177855	82167
684	178093	81896
685	178328	81625
686	178604	81372
687	179009	81178
688	179813	81163
689	180058	80895
690	180319	80634
691	180567	80368
692	180993	80180
693	181238	79912
694	181535	79666
695	182004	79496
696	182368	79279
697	182659	79030
698	182964	78787
699	183421	78609
700	183655	78335
701	183923	78075
702	184213	77825
703	184933	77756
704	185190	77491
705	185533	77261
706	185931	77055
707	186609	76963
708	186877	76701
709	187191	76458
710	187860	76359
711	188228	76137
712	188505	75878
713	188748	75605
714	189541	75551
715	189821	75292
716	190076	75023
717	190338	74756
718	190809	74572
719	191122	74325
720	191398	74063
721	191658	73796
722	192196	73635
723	192465	73370
724	192715	73098
725	193044	72856
726	193600	72699
727	193881	72439
728	194138	72169
729	194730	72023
730	195076	71786
731	195408	71542
732	195701	71285
733	196340	71153
734	196573	70873
735	196914	70632
736	197449	70460
737	198018	70299
738	198298	70035
739	198569	69767
740	199085	69586
741	199539	69381
742	199854	69128
743	200445	68970
744	200673	68687
745	200945	68418
746	201269	68167
747	201930	68030
748	202208	67762
749	202499	67499
750	202740	67220
751	203266	67034
752	203508	66755
753	203760	66478
754	204037	66210
755	204547	66018
756	204815	65746
757	205090	65477
758	205377	65212
759	205839	65002
760	206069	64718
761	206342	64448
762	206603	64174
763	207036	63953
764	207266	63669
765	207532	63397
766	207755	63112
767	208260	62912
768	208522	62637
769	208779	62362
770	209049	62091
771	209543	61885
772	209777	61603
773	210041	61329
774	210293	61052
775	210790	60846
776	211040	60568
777	211299	60293
778	211560	60018
779	212110	59826
780	212358	59547
781	212602	59267
782	212877	58996
783	213347	58779
784	213604	58503
785	213881	58232
786	214145	57958
787	214699	57761
788	214956	57485
789	215259	57220
790	215593	56964
791	216130	56761
792	216376	56481
793	216622	56201
794	216897	55929
795	217447	55727
796	217728	55456
797	218038	55192
798	218393	54939
799	218790	54697
800	219072	54426
801	219351	54154
802	219927	53954
803	220291	53702
804	220622	53442
805	221383	53285
806	221687	53018
807	221968	52745
808	222320	52488
809	223082	52327
810	223361	52053
811	223646	51780
812	224011	51525
813	224435	51283
814	224880	51046
815	225575	50865
816	225846	50587
817	226109	50307
818	226372	50028
819	226826	49791
820	227122	49518
821	227376	49237
822	227609	48951
823	227832	48663
824	228291	48425
825	228542	48143
826	228807	47864
827	229158	47602
828	229535	47346
829	229807	47069
830	230090	46793
831	230631	46569
832	230919	46294
833	231197	46017
834	231480	45741
835	232037	45519
836	232310	45240
837	232565	44959
838	232826	44678
839	233345	44446
840	233609	44166
841	233896	43890
842	234169	43611
843	234734	43386
844	234990	43104
845	235251	42823
846	235509	42541
847	235960	42294
848	236220	42013
849	236475	41730
850	236741	41450
851	237291	41219
852	237548	40937
853	237778	40650
854	238020	40366
855	238337	40094
856	238722	39833
857	239012	39556
858	239252	39272
859	239502	38988
860	240067	38756
861	240326	38474
862	240566	38189
863	240851	37911
864	241427	37679
865	241695	37398
866	241959	37117
867	242489	36876
868	242766	36596
869	243047	36317
870	243352	36041
871	244009	35817
872	244259	35533
873	244516	35250
874	244766	34966
875	245333	34727
876	245586	34443
877	245805	34155
878	246062	33872
879	246599	33627
880	246836	33341
881	247178	33069
882	247458	32788
883	248278	32579
884	248596	32303
885	248916	32027
886	249533	31789
887	249756	31500
888	250009	31215
889	250288	30934
890	250882	30691
891	251218	30416
892	251503	30135
893	251759	29850
894	252277	29596
895	252561	29315
896	252825	29031
897	253090	28747
898	253616	28493
899	253907	28211
900	254162	27926
901	254464	27646
902	255029	27395
903	255306	27112
904	255611	26832
905	255917	26552
906	256886	26340
907	257142	26054
908	257402	25768
909	257686	25485
910	258272	25231
911	258559	24948
912	258786	24659
913	259035	24373
914	259568	24112
915	259847	23828
916	260070	23539
917	260355	23256
918	260997	23004
919	261231	22715
920	261508	22431
921	261740	22142
922	262303	21882
923	262526	21593
924	262788	21307
925	263026	21019
926	263397	20742
927	263763	20464
928	264027	20178
929	264259	19890
930	264504	19603
931	265079	19340
932	265335	19054
933	265584	18767
934	265870	18482
935	266375	18213
936	266627	17926
937	266876	17640
938	267166	17355
939	267858	17097
940	268171	16814
941	268435	16527
942	269011	16260
943	269252	15972
944	269528	15686
945	269762	15398
946	270247	15124
947	270469	14835
948	270725	14548
949	270962	14261
950	271384	13983
951	271762	13702
952	272037	13416
953	272308	13130
954	272670	12848
955	273094	12569
956	273360	12282
957	273620	11995
958	273863	11708
959	274364	11431
960	274609	11144
961	274851	10856
962	275104	10569
963	275664	10294
964	275949	10008
965	276206	9721
966	276477	9435
967	276942	9155
968	277138	8866
969	277391	8579
970	277623	8291
971	278219	8014
972	278460	7727
973	278727	7440
974	278970	7153
975	279559	6874
976	279812	6587
977	280033	6299
978	280292	6012
979	280538	5725
980	281013	5442
981	281251	5155
982	281481	4867
983	281734	4581
984	282316	4299
985	282566	4012
986	282810	3724
987	283056	3437
988	283630	3154
989	283863	2867
990	284125	2580
991	284392	2293
992	284936	2008
993	285204	1721
994	285463	1434
995	285716	1147
996	286275	861
997	286574	574
998	286821	287
999	287080	0
