iter	Passed	Remaining
195	1923	7891
196	1936	7894
197	1944	7876
198	1974	7947
199	1977	7909
200	1989	7910
201	1992	7872
202	2000	7853
203	2001	7810
204	2013	7809
205	2017	7775
206	2025	7758
207	2028	7725
208	2041	7728
209	2047	7703
210	2058	7697
211	2068	7688
212	2071	7653
213	2075	7622
214	2077	7584
215	2089	7584
216	2092	7549
217	2099	7531
218	2116	7547
219	2122	7525
220	2124	7489
221	2126	7452
222	2134	7437
223	2142	7421
224	2150	7406
225	2153	7374
226	2161	7359
227	2172	7354
228	2186	7362
229	2193	7342
230	2200	7324
231	2207	7307
232	2210	7278
233	2223	7277
234	2224	7242
235	2226	7208
236	2228	7175
237	2246	7192
238	2249	7162
239	2250	7126
240	2262	7126
241	2265	7096
242	2268	7066
243	2275	7051
244	2288	7050
245	2294	7033
246	2306	7030
247	2316	7025
248	2327	7019
249	2329	6988
250	2333	6962
251	2334	6930
252	2337	6900
253	2339	6871
254	2341	6840
255	2354	6842
256	2357	6814
257	2367	6809
258	2380	6810
259	2382	6780
260	2384	6752
261	2385	6720
262	2394	6709
263	2397	6683
264	2404	6667
265	2415	6666
266	2418	6638
267	2427	6629
268	2429	6600
269	2430	6571
270	2442	6569
271	2444	6542
272	2455	6538
273	2465	6532
274	2476	6529
275	2483	6515
276	2490	6499
277	2499	6491
278	2505	6475
279	2512	6461
280	2522	6455
281	2534	6453
282	2536	6425
283	2537	6397
284	2544	6382
285	2545	6354
286	2547	6328
287	2558	6326
288	2562	6303
289	2569	6291
290	2587	6303
291	2599	6303
292	2613	6305
293	2626	6306
294	2633	6293
295	2636	6270
296	2644	6258
297	2661	6269
298	2669	6259
299	2675	6243
300	2689	6245
301	2698	6237
302	2705	6222
303	2717	6220
304	2729	6219
305	2731	6195
306	2737	6178
307	2748	6176
308	2756	6163
309	2761	6146
310	2763	6122
311	2769	6106
312	2774	6090
313	2783	6082
314	2790	6068
315	2793	6045
316	2794	6020
317	2796	5997
318	2808	5995
319	2811	5975
320	2820	5966
321	2823	5944
322	2824	5920
323	2825	5896
324	2827	5871
325	2828	5847
326	2830	5825
327	2832	5802
328	2838	5788
329	2839	5765
330	2846	5752
331	2847	5730
332	2850	5708
333	2851	5686
334	2860	5679
335	2870	5671
336	2885	5677
337	2895	5670
338	2903	5662
339	2916	5661
340	2942	5687
341	2944	5665
342	2951	5653
343	2961	5647
344	2969	5636
345	2979	5632
346	2981	5610
347	2987	5596
348	2988	5574
349	2991	5555
350	2992	5533
351	2994	5512
352	2996	5491
353	3002	5478
354	3003	5456
355	3011	5448
356	3013	5427
357	3015	5408
358	3016	5386
359	3018	5366
360	3020	5346
361	3025	5333
362	3031	5320
363	3032	5298
364	3033	5278
365	3035	5258
366	3041	5245
367	3046	5232
368	3052	5219
369	3056	5204
370	3062	5191
371	3071	5184
372	3080	5178
373	3086	5166
374	3092	5153
375	3099	5143
376	3108	5136
377	3110	5117
378	3116	5106
379	3122	5094
380	3128	5082
381	3133	5069
382	3135	5051
383	3138	5034
384	3153	5037
385	3154	5018
386	3160	5006
387	3161	4987
388	3174	4985
389	3183	4979
390	3189	4967
391	3191	4950
392	3197	4938
393	3199	4921
394	3204	4908
395	3213	4900
396	3221	4893
397	3235	4893
398	3241	4881
399	3253	4880
400	3256	4863
401	3261	4852
402	3267	4840
403	3276	4833
404	3278	4816
405	3284	4805
406	3287	4789
407	3302	4792
408	3304	4774
409	3316	4772
410	3323	4763
411	3325	4746
412	3331	4735
413	3340	4728
414	3343	4713
415	3345	4696
416	3355	4691
417	3371	4693
418	3382	4690
419	3399	4694
420	3417	4699
421	3431	4700
422	3433	4684
423	3435	4667
424	3437	4651
425	3439	4634
426	3452	4632
427	3462	4627
428	3465	4612
429	3467	4597
430	3476	4590
431	3482	4579
432	3488	4568
433	3494	4557
434	3496	4540
435	3508	4538
436	3510	4522
437	3520	4517
438	3527	4507
439	3532	4496
440	3538	4484
441	3550	4482
442	3552	4467
443	3565	4464
444	3571	4453
445	3574	4439
446	3576	4424
447	3578	4409
448	3588	4403
449	3591	4389
450	3599	4382
451	3601	4366
452	3607	4355
453	3612	4345
454	3614	4329
455	3616	4314
456	3617	4298
457	3623	4287
458	3625	4272
459	3630	4261
460	3642	4258
461	3644	4244
462	3646	4229
463	3655	4223
464	3664	4216
465	3666	4200
466	3671	4190
467	3674	4177
468	3682	4168
469	3689	4160
470	3691	4146
471	3700	4139
472	3705	4129
473	3708	4115
474	3724	4116
475	3730	4106
476	3733	4093
477	3742	4086
478	3748	4076
479	3757	4070
480	3769	4067
481	3778	4061
482	3787	4054
483	3803	4055
484	3805	4041
485	3813	4032
486	3825	4029
487	3830	4019
488	3839	4012
489	3845	4002
490	3857	3999
491	3871	3997
492	3878	3988
493	3883	3978
494	3889	3968
495	3891	3954
496	3898	3945
497	3921	3952
498	3924	3940
499	3935	3935
500	3937	3921
501	3946	3915
502	3952	3905
503	3961	3899
504	3969	3890
505	3977	3882
506	3986	3875
507	4001	3875
508	4011	3869
509	4020	3862
510	4022	3849
511	4027	3839
512	4037	3832
513	4040	3820
514	4043	3807
515	4045	3794
516	4059	3792
517	4068	3785
518	4077	3778
519	4079	3765
520	4085	3756
521	4094	3749
522	4109	3748
523	4120	3743
524	4146	3751
525	4153	3742
526	4154	3728
527	4156	3715
528	4164	3707
529	4173	3701
530	4183	3695
531	4197	3692
532	4206	3685
533	4212	3675
534	4215	3663
535	4220	3653
536	4222	3640
537	4229	3631
538	4235	3622
539	4252	3622
540	4265	3619
541	4268	3606
542	4279	3602
543	4285	3592
544	4288	3579
545	4293	3569
546	4305	3565
547	4318	3561
548	4335	3561
549	4354	3562
550	4361	3554
551	4375	3551
552	4386	3545
553	4402	3543
554	4411	3536
555	4423	3532
556	4432	3525
557	4434	3512
558	4440	3503
559	4452	3498
560	4458	3489
561	4460	3476
562	4469	3468
563	4477	3461
564	4493	3459
565	4504	3453
566	4505	3440
567	4515	3434
568	4528	3430
569	4530	3417
570	4540	3411
571	4556	3409
572	4568	3404
573	4577	3397
574	4589	3392
575	4596	3383
576	4602	3374
577	4605	3362
578	4611	3352
579	4620	3345
580	4627	3337
581	4633	3327
582	4638	3318
583	4647	3310
584	4656	3303
585	4668	3298
586	4677	3291
587	4689	3286
588	4691	3274
589	4697	3264
590	4706	3256
591	4708	3244
592	4710	3232
593	4723	3228
594	4726	3217
595	4736	3210
596	4745	3203
597	4750	3193
598	4766	3190
599	4772	3181
600	4775	3170
601	4791	3167
602	4803	3162
603	4819	3159
604	4837	3158
605	4840	3146
606	4842	3134
607	4854	3129
608	4859	3120
609	4875	3116
610	4889	3112
611	4920	3119
612	4930	3112
613	4950	3112
614	4967	3109
615	4976	3102
616	4985	3094
617	4997	3089
618	5006	3081
619	5018	3076
620	5024	3066
621	5036	3060
622	5041	3051
623	5054	3045
624	5056	3033
625	5068	3028
626	5083	3023
627	5105	3024
628	5113	3015
629	5124	3009
630	5139	3005
631	5155	3001
632	5166	2995
633	5178	2989
634	5184	2979
635	5200	2976
636	5209	2968
637	5220	2961
638	5225	2952
639	5234	2944
640	5243	2936
641	5260	2933
642	5279	2931
643	5295	2927
644	5314	2924
645	5326	2919
646	5338	2912
647	5346	2904
648	5356	2896
649	5363	2888
650	5374	2881
651	5377	2870
652	5379	2858
653	5386	2849
654	5404	2846
655	5411	2837
656	5421	2830
657	5440	2827
658	5452	2821
659	5462	2814
660	5487	2814
661	5500	2808
662	5508	2799
663	5519	2792
664	5532	2786
665	5546	2781
666	5570	2781
667	5590	2778
668	5626	2783
669	5632	2774
670	5650	2770
671	5656	2760
672	5661	2750
673	5674	2744
674	5687	2738
675	5706	2735
676	5712	2725
677	5715	2714
678	5727	2707
679	5730	2696
680	5742	2689
681	5754	2683
682	5770	2678
683	5782	2671
684	5787	2661
685	5789	2650
686	5795	2640
687	5803	2631
688	5818	2626
689	5832	2620
690	5840	2611
691	5853	2605
692	5865	2598
693	5877	2591
694	5892	2586
695	5930	2590
696	5939	2582
697	5945	2572
698	5957	2565
699	5969	2558
700	5976	2549
701	5992	2543
702	6001	2535
703	6007	2525
704	6009	2514
705	6015	2504
706	6027	2497
707	6042	2492
708	6058	2486
709	6069	2479
710	6078	2470
711	6086	2461
712	6088	2450
713	6108	2446
714	6120	2439
715	6129	2431
716	6145	2425
717	6153	2416
718	6167	2410
719	6173	2400
720	6188	2394
721	6203	2388
722	6215	2381
723	6220	2371
724	6232	2364
725	6247	2357
726	6252	2348
727	6262	2339
728	6276	2333
729	6281	2323
730	6287	2313
731	6289	2302
732	6291	2291
733	6300	2283
734	6305	2273
735	6321	2267
736	6332	2259
737	6338	2250
738	6358	2245
739	6370	2238
740	6377	2229
741	6379	2218
742	6386	2208
743	6397	2201
744	6403	2191
745	6425	2187
746	6433	2178
747	6450	2173
748	6466	2166
749	6471	2157
750	6484	2150
751	6490	2140
752	6492	2129
753	6511	2124
754	6526	2117
755	6529	2107
756	6544	2100
757	6550	2091
758	6569	2085
759	6578	2077
760	6583	2067
761	6585	2056
762	6591	2047
763	6603	2039
764	6619	2033
765	6643	2029
766	6664	2024
767	6669	2014
768	6679	2006
769	6688	1997
770	6700	1990
771	6719	1984
772	6725	1974
773	6737	1967
774	6739	1956
775	6741	1946
776	6754	1938
777	6756	1927
778	6761	1918
779	6770	1909
780	6776	1900
781	6787	1892
782	6803	1885
783	6816	1877
784	6821	1868
785	6830	1859
786	6848	1853
787	6851	1843
788	6868	1836
789	6873	1827
790	6886	1819
791	6891	1809
792	6933	1809
793	6953	1803
794	6971	1797
795	6983	1789
796	7000	1782
797	7015	1775
798	7027	1767
799	7038	1759
800	7041	1749
801	7047	1739
802	7050	1729
803	7070	1723
804	7087	1716
805	7102	1709
806	7107	1699
807	7116	1691
808	7119	1680
809	7131	1672
810	7137	1663
811	7142	1653
812	7154	1645
813	7167	1637
814	7183	1630
815	7201	1623
816	7220	1617
817	7223	1607
818	7230	1597
819	7244	1590
820	7247	1580
821	7259	1572
822	7261	1561
823	7271	1553
824	7279	1544
825	7289	1535
826	7301	1527
827	7310	1518
828	7312	1508
829	7321	1499
830	7332	1491
831	7348	1483
832	7355	1474
833	7366	1466
834	7380	1458
835	7387	1449
836	7402	1441
837	7416	1433
838	7430	1425
839	7447	1418
840	7461	1410
841	7466	1401
842	7478	1392
843	7490	1384
844	7499	1375
845	7511	1367
846	7523	1358
847	7538	1351
848	7547	1342
849	7550	1332
850	7565	1324
851	7571	1315
852	7580	1306
853	7588	1297
854	7603	1289
855	7605	1279
856	7618	1271
857	7630	1262
858	7633	1252
859	7651	1245
860	7667	1237
861	7679	1229
862	7681	1219
863	7687	1210
864	7702	1202
865	7714	1193
866	7723	1184
867	7725	1174
868	7737	1166
869	7753	1158
870	7765	1150
871	7774	1141
872	7786	1132
873	7805	1125
874	7814	1116
875	7827	1108
876	7837	1099
877	7845	1090
878	7852	1080
879	7855	1071
880	7867	1062
881	7882	1054
882	7901	1047
883	7904	1037
884	7913	1028
885	7921	1019
886	7960	1014
887	7972	1005
888	7988	997
889	8010	990
890	8013	980
891	8018	970
892	8028	961
893	8037	953
894	8051	944
895	8064	936
896	8076	927
897	8082	918
898	8098	909
899	8107	900
900	8117	891
901	8129	883
902	8139	874
903	8152	865
904	8165	857
905	8180	848
906	8184	839
907	8200	830
908	8203	821
909	8215	812
910	8228	803
911	8231	794
912	8236	784
913	8239	775
914	8251	766
915	8270	758
916	8282	749
917	8292	740
918	8294	731
919	8310	722
920	8319	713
921	8331	704
922	8333	695
923	8349	686
924	8365	678
925	8368	668
926	8392	660
927	8409	652
928	8423	643
929	8444	635
930	8452	626
931	8454	616
932	8463	607
933	8485	599
934	8498	590
935	8506	581
936	8523	573
937	8538	564
938	8552	555
939	8554	546
940	8560	536
941	8575	528
942	8581	518
943	8590	509
944	8596	500
945	8601	491
946	8612	482
947	8633	473
948	8646	464
949	8661	455
950	8682	447
951	8684	437
952	8693	428
953	8698	419
954	8700	409
955	8716	401
956	8735	392
957	8748	383
958	8760	374
959	8773	365
960	8785	356
961	8787	347
962	8806	338
963	8821	329
964	8823	320
965	8834	310
966	8846	301
967	8848	292
968	8858	283
969	8869	274
970	8879	265
971	8897	256
972	8915	247
973	8923	238
974	8926	228
975	8975	220
976	8996	211
977	9011	202
978	9019	193
979	9021	184
980	9029	174
981	9032	165
982	9044	156
983	9056	147
984	9074	138
985	9077	128
986	9085	119
987	9094	110
988	9109	101
989	9117	92
990	9135	82
991	9147	73
992	9153	64
993	9168	55
994	9174	46
995	9186	36
996	9191	27
997	9203	18
998	9209	9
999	9218	0
