iter	Logloss	Accuracy
831	0.2361457753	0.9300873908
832	0.2359405725	0.9313358302
833	0.2358792576	0.9313358302
834	0.2358556918	0.9313358302
835	0.2357119936	0.9313358302
836	0.2356946109	0.9313358302
837	0.235590571	0.9313358302
838	0.2354675982	0.9300873908
839	0.2354402708	0.9300873908
840	0.2353033685	0.9313358302
841	0.2352545277	0.9313358302
842	0.2352076846	0.9313358302
843	0.2350577034	0.9313358302
844	0.2349691865	0.9313358302
845	0.2347674591	0.9313358302
846	0.2343705818	0.9325842697
847	0.2343076703	0.9313358302
848	0.2340560732	0.9313358302
849	0.2339523953	0.9313358302
850	0.2338493363	0.9325842697
851	0.2338407602	0.9325842697
852	0.2337280369	0.9313358302
853	0.2336997049	0.9313358302
854	0.233624488	0.9313358302
855	0.2335584047	0.9313358302
856	0.233500472	0.9300873908
857	0.2334407496	0.9300873908
858	0.2332514137	0.9300873908
859	0.2331422402	0.9300873908
860	0.2329788346	0.9300873908
861	0.2327219082	0.9300873908
862	0.2326158277	0.9300873908
863	0.2324959884	0.9300873908
864	0.2323987739	0.9300873908
865	0.2322305535	0.9300873908
866	0.2321437515	0.9300873908
867	0.2321257874	0.9300873908
868	0.2320214975	0.9313358302
869	0.2318048527	0.9313358302
870	0.2316240369	0.9338327091
871	0.2315207073	0.9338327091
872	0.2314993033	0.9338327091
873	0.2311830577	0.9338327091
874	0.231073502	0.9338327091
875	0.2309145853	0.9350811486
876	0.2307250111	0.9350811486
877	0.2305460123	0.9350811486
878	0.2304398798	0.9350811486
879	0.2303506567	0.9350811486
880	0.2302396261	0.9350811486
881	0.2301301049	0.9350811486
882	0.230052076	0.9350811486
883	0.2300069399	0.9350811486
884	0.2299301947	0.9350811486
885	0.2297867731	0.9350811486
886	0.2297159764	0.9350811486
887	0.2296312446	0.9350811486
888	0.2295040428	0.9338327091
889	0.229427556	0.9338327091
890	0.2293647106	0.9338327091
891	0.2292505543	0.9338327091
892	0.2290700154	0.9350811486
893	0.2286844777	0.9350811486
894	0.2286754304	0.9350811486
895	0.2284305486	0.9350811486
896	0.228401991	0.9350811486
897	0.2282397638	0.9350811486
898	0.2280956847	0.936329588
899	0.2279930215	0.936329588
900	0.2278837346	0.936329588
901	0.2278103955	0.9350811486
902	0.227767651	0.9350811486
903	0.227613158	0.9350811486
904	0.2274785989	0.9350811486
905	0.2274232967	0.9350811486
906	0.227395178	0.9350811486
907	0.2272524828	0.9350811486
908	0.227222272	0.9338327091
909	0.2271565708	0.9338327091
910	0.227016989	0.9350811486
911	0.2269613695	0.9350811486
912	0.2269481901	0.9350811486
913	0.2267968639	0.9350811486
914	0.2266972596	0.9350811486
915	0.2266387512	0.9350811486
916	0.2264940172	0.9350811486
917	0.2263981824	0.9350811486
918	0.226348498	0.9350811486
919	0.2262771259	0.9350811486
920	0.2262046541	0.9350811486
921	0.2261433106	0.9350811486
922	0.2259571601	0.9350811486
923	0.2259457298	0.9350811486
924	0.2259137282	0.9350811486
925	0.2258817758	0.9350811486
926	0.2258198629	0.9350811486
927	0.2257049324	0.9350811486
928	0.2256407475	0.9350811486
929	0.2254096688	0.9350811486
930	0.2253434117	0.9350811486
931	0.2252496834	0.9350811486
932	0.2250575788	0.9350811486
933	0.2248504012	0.9350811486
934	0.2248078224	0.9350811486
935	0.2247527159	0.9350811486
936	0.2246380824	0.9350811486
937	0.2245368336	0.9350811486
938	0.2244724941	0.9350811486
939	0.2243457603	0.9350811486
940	0.224296991	0.9350811486
941	0.2242503732	0.9350811486
942	0.2241870156	0.9350811486
943	0.2240902965	0.9350811486
944	0.2238664587	0.9350811486
945	0.2238227422	0.9350811486
946	0.2234668004	0.9350811486
947	0.2233358667	0.9350811486
948	0.2233136966	0.9350811486
949	0.22326299	0.9350811486
950	0.2230136715	0.936329588
951	0.2228865642	0.936329588
952	0.2227940502	0.936329588
953	0.2225141094	0.936329588
954	0.2224440263	0.936329588
955	0.2223851387	0.936329588
956	0.222245706	0.936329588
957	0.2222191822	0.936329588
958	0.2221478109	0.936329588
959	0.2220863837	0.936329588
960	0.222062514	0.936329588
961	0.221925444	0.936329588
962	0.2217989745	0.936329588
963	0.2216887827	0.936329588
964	0.2215443878	0.936329588
965	0.221375247	0.936329588
966	0.2213207121	0.936329588
967	0.2211871613	0.936329588
968	0.2210884403	0.936329588
969	0.2209471009	0.936329588
970	0.2208585182	0.936329588
971	0.2207123934	0.936329588
972	0.220558539	0.936329588
973	0.2205411434	0.936329588
974	0.2204658421	0.936329588
975	0.22030095	0.936329588
976	0.2202760223	0.936329588
977	0.2202255421	0.936329588
978	0.2200244731	0.936329588
979	0.2198999974	0.936329588
980	0.2196590273	0.936329588
981	0.2195565999	0.936329588
982	0.2195307083	0.936329588
983	0.2194167249	0.936329588
984	0.219366403	0.936329588
985	0.2192292845	0.9375780275
986	0.2191786227	0.9375780275
987	0.218921475	0.9375780275
988	0.2188634596	0.9375780275
989	0.2188149846	0.9375780275
990	0.2187698124	0.9375780275
991	0.2187051905	0.9375780275
992	0.2186027468	0.9375780275
993	0.2185350474	0.9375780275
994	0.2184991555	0.9375780275
995	0.2184533125	0.9375780275
996	0.2183448537	0.9375780275
997	0.2183009925	0.9375780275
998	0.2181479686	0.9375780275
999	0.2180467758	0.9375780275
