iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
859	241	271	241	340	241	271	340
860	241	271	241	340	241	271	340
861	241	271	241	340	241	271	340
862	241	271	241	340	241	271	340
863	241	271	241	340	241	271	340
864	241	271	241	340	241	271	340
865	241	271	241	340	241	271	340
866	241	271	241	340	241	271	340
867	241	271	241	340	241	271	340
868	241	271	241	340	241	271	340
869	241	271	241	340	241	271	340
870	241	271	241	340	241	271	340
871	239	269	239	340	239	269	340
872	239	269	239	340	239	269	340
873	239	269	239	340	239	269	340
874	239	269	239	340	239	269	340
875	239	269	239	340	239	269	340
876	241	271	241	340	241	271	340
877	241	271	241	340	241	271	340
878	241	271	241	340	241	271	340
879	241	271	241	340	241	271	340
880	241	271	241	340	241	271	340
881	241	271	241	340	241	271	340
882	242	272	242	340	242	272	340
883	242	272	242	340	242	272	340
884	242	272	242	340	242	272	340
885	242	272	242	340	242	272	340
886	242	272	242	340	242	272	340
887	242	272	242	340	242	272	340
888	242	272	242	340	242	272	340
889	242	272	242	340	242	272	340
890	242	272	242	340	242	272	340
891	242	272	242	340	242	272	340
892	242	272	242	340	242	272	340
893	242	272	242	340	242	272	340
894	242	272	242	340	242	272	340
895	242	272	242	340	242	272	340
896	242	272	242	340	242	272	340
897	242	272	242	340	242	272	340
898	242	272	242	340	242	272	340
899	240	270	240	340	240	270	340
900	240	270	240	340	240	270	340
901	240	270	240	340	240	270	340
902	240	270	240	340	240	270	340
903	240	270	240	340	240	270	340
904	240	270	240	340	240	270	340
905	240	269	240	340	240	269	340
906	241	270	241	340	241	270	340
907	241	270	241	340	241	270	340
908	241	270	241	340	241	270	340
909	241	270	241	340	241	270	340
910	241	270	241	340	241	270	340
911	241	270	241	340	241	270	340
912	241	270	241	340	241	270	340
913	241	270	241	340	241	270	340
914	241	270	241	340	241	270	340
915	242	271	242	340	242	271	340
916	242	271	242	340	242	271	340
917	247	278	247	340	247	278	340
918	247	278	247	340	247	278	340
919	247	278	247	340	247	278	340
920	247	278	247	340	247	278	340
921	247	278	247	340	247	278	340
922	247	278	247	340	247	278	340
923	247	278	247	340	247	278	340
924	247	278	247	340	247	278	340
925	247	278	247	340	247	278	340
926	247	278	247	340	247	278	340
927	247	278	247	340	247	278	340
928	247	278	247	340	247	278	340
929	247	278	247	340	247	278	340
930	248	279	248	340	248	279	340
931	243	272	243	340	243	272	340
932	243	272	243	340	243	272	340
933	243	272	243	340	243	272	340
934	243	272	243	340	243	272	340
935	243	273	243	340	243	273	340
936	243	273	243	340	243	273	340
937	243	273	243	340	243	273	340
938	248	280	248	340	248	280	340
939	248	280	248	340	248	280	340
940	248	280	248	340	248	280	340
941	248	280	248	340	248	280	340
942	248	280	248	340	248	280	340
943	248	280	248	340	248	280	340
944	248	280	248	340	248	280	340
945	248	280	248	340	248	280	340
946	243	273	243	340	243	273	340
947	243	272	243	340	243	272	340
948	243	272	243	340	243	272	340
949	243	272	243	340	243	272	340
950	243	273	243	340	243	273	340
951	243	272	243	340	243	272	340
952	243	273	243	340	243	273	340
953	243	273	243	340	243	273	340
954	243	273	243	340	243	273	340
955	243	273	243	340	243	273	340
956	243	272	243	340	243	272	340
957	242	271	242	340	242	271	340
958	247	278	247	340	247	278	340
959	247	278	247	340	247	278	340
960	247	278	247	340	247	278	340
961	247	278	247	340	247	278	340
962	247	278	247	340	247	278	340
963	247	278	247	340	247	278	340
964	247	278	247	340	247	278	340
965	247	278	247	340	247	278	340
966	247	277	247	340	247	277	340
967	247	277	247	340	247	277	340
968	247	277	247	340	247	277	340
969	247	277	247	340	247	277	340
970	247	277	247	340	247	277	340
971	247	277	247	340	247	277	340
972	247	277	247	340	247	277	340
973	247	277	247	340	247	277	340
974	247	277	247	340	247	277	340
975	247	277	247	340	247	277	340
976	247	277	247	340	247	277	340
977	247	278	247	340	247	278	340
978	247	278	247	340	247	278	340
979	247	279	247	340	247	279	340
980	247	279	247	340	247	279	340
981	247	279	247	340	247	279	340
982	247	279	247	340	247	279	340
983	247	279	247	340	247	279	340
984	247	278	247	340	247	278	340
985	247	278	247	340	247	278	340
986	247	278	247	340	247	278	340
987	247	278	247	340	247	278	340
988	247	278	247	340	247	278	340
989	247	278	247	340	247	278	340
990	247	278	247	340	247	278	340
991	247	278	247	340	247	278	340
992	247	278	247	340	247	278	340
993	247	278	247	340	247	278	340
994	247	278	247	340	247	278	340
995	247	277	247	340	247	277	340
996	247	277	247	340	247	277	340
997	247	277	247	340	247	277	340
998	247	278	247	340	247	278	340
999	247	277	247	340	247	277	340
