iter	Logloss	Accuracy
78	0.4363276226	0.8188976378
79	0.4354006807	0.8200224972
80	0.4346205314	0.8200224972
81	0.4340922697	0.8211473566
82	0.4327717901	0.822272216
83	0.4317202708	0.822272216
84	0.4303969999	0.822272216
85	0.4296038453	0.822272216
86	0.4287538666	0.822272216
87	0.4285170948	0.822272216
88	0.4279883127	0.8211473566
89	0.4273906319	0.822272216
90	0.4264458121	0.822272216
91	0.4253285046	0.822272216
92	0.4246374833	0.8233970754
93	0.4238358871	0.822272216
94	0.4237983728	0.8233970754
95	0.4236062954	0.822272216
96	0.4232967747	0.822272216
97	0.4227318874	0.8200224972
98	0.4223058265	0.822272216
99	0.4218477784	0.8233970754
100	0.4213775735	0.8256467942
101	0.4210181749	0.8267716535
102	0.4204486758	0.8267716535
103	0.4195242275	0.8267716535
104	0.4184383818	0.8267716535
105	0.4182803027	0.8267716535
106	0.4179113918	0.8267716535
107	0.4175652136	0.8256467942
108	0.4174403718	0.8267716535
109	0.4171519643	0.8256467942
110	0.4163774227	0.8278965129
111	0.4160569369	0.8278965129
112	0.4152015374	0.8267716535
113	0.4144887681	0.8278965129
114	0.4140120364	0.8256467942
115	0.4136091124	0.8278965129
116	0.4131428757	0.8267716535
117	0.4128309947	0.8267716535
118	0.4123266628	0.8267716535
119	0.4119751427	0.8267716535
120	0.4116714144	0.8267716535
121	0.4112543508	0.8278965129
122	0.4112385591	0.8278965129
123	0.4111097129	0.8267716535
124	0.4108859374	0.8267716535
125	0.4104974012	0.8278965129
126	0.4103905524	0.8278965129
127	0.4102279195	0.8278965129
128	0.4097442038	0.8267716535
129	0.4096161665	0.8278965129
130	0.4093701804	0.8278965129
131	0.4089009924	0.8278965129
132	0.4087062832	0.8278965129
133	0.408228519	0.8267716535
134	0.4079042226	0.8278965129
135	0.4077334524	0.8278965129
136	0.4071425075	0.8278965129
137	0.4070270754	0.8267716535
138	0.40632293	0.8267716535
139	0.4061745349	0.8267716535
140	0.4058211283	0.8267716535
141	0.4057476876	0.8267716535
142	0.4055033201	0.8267716535
143	0.4054517432	0.8267716535
144	0.4048699826	0.8267716535
145	0.4044859732	0.8267716535
146	0.404200514	0.8278965129
147	0.4041915943	0.8278965129
148	0.4041861305	0.8278965129
149	0.4038152266	0.8278965129
150	0.4036644542	0.8278965129
151	0.403659452	0.8278965129
152	0.403385618	0.8278965129
153	0.4032489384	0.8278965129
154	0.4027541169	0.8278965129
155	0.4023064881	0.8278965129
156	0.4021410799	0.8278965129
157	0.4020576277	0.8278965129
158	0.4014293563	0.8290213723
159	0.4012309616	0.8290213723
160	0.4012270457	0.8290213723
161	0.4010068128	0.8290213723
162	0.4007673699	0.8290213723
163	0.4006843774	0.8290213723
164	0.4005075384	0.8290213723
165	0.4003792509	0.8290213723
166	0.4001724644	0.8290213723
167	0.4000454792	0.8290213723
168	0.3997409648	0.8301462317
169	0.3995684145	0.8312710911
170	0.3993709304	0.8312710911
171	0.3990622703	0.8312710911
172	0.3985617489	0.8312710911
173	0.3981867621	0.8312710911
174	0.3979734578	0.8312710911
175	0.3977839547	0.8312710911
176	0.3977546221	0.8312710911
177	0.3973830408	0.8312710911
178	0.3973562786	0.8312710911
179	0.3972077744	0.8312710911
180	0.3969258757	0.8312710911
181	0.3967835171	0.8312710911
182	0.3966141686	0.8312710911
183	0.3961636063	0.8323959505
184	0.3960781523	0.8323959505
185	0.3960695166	0.8323959505
186	0.3957026629	0.8323959505
187	0.3956814932	0.8323959505
188	0.3952996776	0.8323959505
189	0.3947854547	0.8323959505
190	0.3946791477	0.8323959505
191	0.3943905613	0.8323959505
192	0.3941277819	0.8323959505
193	0.3940212143	0.8323959505
194	0.3937510322	0.8323959505
195	0.3933470407	0.8323959505
196	0.3930627667	0.8323959505
197	0.3929321288	0.8323959505
198	0.3923189073	0.8323959505
199	0.3920735038	0.8323959505
200	0.3915488194	0.8323959505
201	0.3912211686	0.8323959505
202	0.3911879841	0.8323959505
203	0.3911871133	0.8323959505
204	0.3909328929	0.8323959505
205	0.3906739637	0.8335208099
206	0.3905221453	0.8335208099
207	0.3904219101	0.8335208099
208	0.390195099	0.8335208099
209	0.3900610273	0.8335208099
210	0.3898625285	0.8335208099
211	0.3896990038	0.8335208099
212	0.3896345242	0.8335208099
213	0.3895485484	0.8335208099
214	0.3895130765	0.8335208099
215	0.3891906654	0.8357705287
216	0.389092416	0.8357705287
217	0.388847983	0.8357705287
218	0.3887451746	0.8357705287
219	0.3887033267	0.8357705287
220	0.3884969923	0.8357705287
221	0.3883126608	0.8357705287
222	0.388118122	0.8357705287
223	0.3879509782	0.8357705287
224	0.3877658679	0.8357705287
225	0.3876128963	0.8357705287
226	0.3874049454	0.8357705287
227	0.3870007942	0.8357705287
228	0.3866264479	0.8357705287
229	0.3864404278	0.8368953881
230	0.3861712206	0.8357705287
231	0.3860588692	0.8357705287
232	0.3859144922	0.8368953881
233	0.3855871398	0.8380202475
234	0.3855802921	0.8380202475
235	0.3855482627	0.8380202475
236	0.3854342334	0.8368953881
237	0.3852277991	0.8368953881
238	0.3851088791	0.8380202475
239	0.3851068658	0.8380202475
240	0.3847922321	0.8380202475
241	0.3846992186	0.8391451069
242	0.3844965831	0.8391451069
243	0.3843113146	0.8391451069
244	0.3842193318	0.8391451069
245	0.3837600614	0.8391451069
246	0.3836440158	0.8402699663
247	0.3831670305	0.8391451069
248	0.383029018	0.8391451069
249	0.3827619374	0.8391451069
250	0.382629343	0.8391451069
251	0.3826192951	0.8391451069
252	0.3824333987	0.8402699663
253	0.382251131	0.8402699663
254	0.3822069977	0.8402699663
255	0.3820870611	0.8402699663
256	0.381953486	0.8402699663
257	0.3817497612	0.8402699663
258	0.3816610295	0.8402699663
259	0.3816328898	0.8402699663
260	0.3815942555	0.8402699663
261	0.3815918865	0.8402699663
262	0.3815174956	0.8402699663
263	0.3814314172	0.8391451069
264	0.3812794192	0.8402699663
265	0.3811414916	0.8402699663
266	0.3810509296	0.8413948256
267	0.3808230758	0.8413948256
268	0.3808165898	0.8413948256
269	0.3807730771	0.8413948256
270	0.3805510227	0.8413948256
271	0.3804231679	0.8413948256
272	0.3800706701	0.8413948256
273	0.3798837161	0.8413948256
274	0.3796225055	0.8413948256
275	0.3795018205	0.8402699663
276	0.3792628759	0.842519685
277	0.3791919652	0.842519685
278	0.3791030521	0.842519685
279	0.3788542019	0.842519685
280	0.3785810871	0.842519685
281	0.378470704	0.842519685
282	0.3784706758	0.842519685
283	0.3784684691	0.842519685
284	0.3781914634	0.8447694038
285	0.3781910785	0.8447694038
286	0.3781374765	0.8447694038
287	0.3779334697	0.8447694038
288	0.3778519526	0.8447694038
289	0.377731476	0.8447694038
290	0.377556678	0.8447694038
291	0.377349872	0.8447694038
292	0.3771347221	0.8447694038
293	0.3768968751	0.8447694038
294	0.3767305324	0.8447694038
295	0.376562985	0.8447694038
296	0.3764562693	0.8447694038
297	0.3762112373	0.8447694038
298	0.3761717695	0.8447694038
299	0.3761361964	0.8447694038
300	0.3758473186	0.8447694038
301	0.3758223304	0.8447694038
302	0.3757797764	0.8458942632
303	0.3755602183	0.8458942632
304	0.3754164417	0.8458942632
305	0.3752424961	0.8470191226
306	0.3751620738	0.8470191226
307	0.3750167227	0.8458942632
308	0.3746514517	0.8470191226
309	0.3744989011	0.848143982
310	0.3744365949	0.8492688414
311	0.3740728762	0.8492688414
312	0.3740182611	0.8492688414
313	0.3739525671	0.8492688414
314	0.3739115248	0.8492688414
315	0.3736795401	0.8492688414
316	0.3736270721	0.8492688414
317	0.3735658583	0.8492688414
318	0.3734745086	0.8492688414
319	0.3731872694	0.8515185602
320	0.3730698867	0.8515185602
321	0.3729966499	0.8515185602
322	0.3729491557	0.8515185602
323	0.3729483566	0.8515185602
324	0.3729425991	0.8515185602
325	0.3729392659	0.8503937008
326	0.3728254901	0.8515185602
327	0.3726120253	0.8503937008
328	0.3724072659	0.8503937008
329	0.3723955062	0.8503937008
330	0.3723097767	0.8492688414
331	0.3722056081	0.8492688414
332	0.3720244553	0.8503937008
333	0.3719976545	0.8515185602
334	0.3718364888	0.8515185602
335	0.3715820656	0.8515185602
336	0.3714336577	0.8515185602
337	0.3712076916	0.8515185602
338	0.3711675939	0.8515185602
339	0.3708744195	0.8515185602
340	0.3708058656	0.8515185602
341	0.3707989291	0.8515185602
342	0.3706265186	0.8503937008
343	0.3705662005	0.8515185602
344	0.3702255467	0.8515185602
345	0.3700147398	0.8503937008
346	0.3700076259	0.8503937008
347	0.3698171126	0.8515185602
348	0.3698109475	0.8515185602
349	0.3697021111	0.8515185602
350	0.3697021111	0.8515185602
351	0.3694261182	0.8515185602
352	0.3692587041	0.8515185602
353	0.3691396862	0.8526434196
354	0.3691396862	0.8526434196
355	0.3689622979	0.853768279
356	0.3689521887	0.853768279
357	0.3687593398	0.853768279
358	0.3687566412	0.853768279
359	0.3687507837	0.853768279
360	0.3686325206	0.853768279
361	0.368569494	0.853768279
362	0.3685539788	0.853768279
363	0.3685539788	0.853768279
364	0.3685472434	0.853768279
365	0.3683983644	0.8526434196
366	0.3682974404	0.8526434196
367	0.36827399	0.8526434196
368	0.3681869618	0.853768279
369	0.3681468174	0.853768279
370	0.3679979607	0.8526434196
371	0.3679281717	0.8526434196
372	0.3676352602	0.8526434196
373	0.3675998256	0.8526434196
374	0.3672875404	0.8526434196
375	0.3672649978	0.8526434196
376	0.3671868355	0.8526434196
377	0.3671679116	0.8526434196
378	0.3671153817	0.8526434196
379	0.3669995803	0.8526434196
380	0.3669166303	0.8526434196
381	0.3668301464	0.853768279
382	0.3667947096	0.853768279
383	0.3666869689	0.8526434196
384	0.3663811102	0.853768279
385	0.3663787762	0.853768279
386	0.3663364991	0.8526434196
387	0.3663364991	0.8526434196
388	0.3661789855	0.8526434196
389	0.3658126125	0.8548931384
390	0.3657388699	0.8548931384
391	0.3656380276	0.8548931384
392	0.365458141	0.853768279
393	0.3652455117	0.853768279
394	0.3650409698	0.853768279
395	0.3649363903	0.853768279
396	0.3647637547	0.853768279
397	0.3645584311	0.853768279
398	0.3645247025	0.853768279
399	0.3641615552	0.853768279
400	0.364106957	0.853768279
401	0.3637331546	0.8548931384
402	0.3636022087	0.8548931384
403	0.3635324298	0.8548931384
404	0.3635089882	0.8548931384
405	0.3633562003	0.8548931384
406	0.3633226368	0.8548931384
407	0.363175012	0.8560179978
408	0.3631526713	0.8560179978
409	0.3630849886	0.8560179978
410	0.3630733289	0.8560179978
411	0.363043207	0.8560179978
412	0.363026033	0.8560179978
413	0.3629384348	0.8548931384
414	0.3628288646	0.8548931384
415	0.3628263423	0.8548931384
416	0.3623083937	0.8560179978
417	0.3620328588	0.8560179978
418	0.3619024837	0.8560179978
419	0.3618284488	0.8560179978
420	0.3614200843	0.8560179978
421	0.3613153819	0.8548931384
422	0.3611871033	0.8548931384
423	0.3610848411	0.8560179978
424	0.3610144746	0.8560179978
425	0.360953404	0.8560179978
426	0.3608300699	0.8548931384
427	0.3606919988	0.8548931384
428	0.3606111041	0.8548931384
429	0.3605169205	0.8548931384
430	0.3604341378	0.8548931384
431	0.3603659456	0.8548931384
432	0.3602665467	0.8548931384
433	0.3602502772	0.8548931384
434	0.3602502747	0.8548931384
435	0.3600871964	0.8548931384
436	0.3600427715	0.8548931384
437	0.3597812165	0.8560179978
438	0.3597202173	0.8560179978
439	0.3594694697	0.8560179978
440	0.3593461542	0.8560179978
441	0.3592130084	0.8560179978
442	0.359176375	0.8560179978
443	0.359019603	0.8560179978
444	0.3588907735	0.8560179978
445	0.3586857968	0.8560179978
446	0.3586618524	0.8560179978
447	0.3586123916	0.8560179978
448	0.3584720118	0.8560179978
449	0.3584363027	0.8560179978
450	0.3580092539	0.8560179978
451	0.3579732985	0.8560179978
452	0.3578609043	0.8560179978
453	0.3576896685	0.8560179978
454	0.3576862094	0.8560179978
455	0.3576464947	0.8560179978
456	0.3576296681	0.8560179978
457	0.3575932346	0.8560179978
458	0.3575064218	0.8560179978
459	0.3573808699	0.8560179978
460	0.3573203602	0.8560179978
461	0.3572818898	0.8560179978
462	0.3572750769	0.8560179978
463	0.357224758	0.8560179978
464	0.3570786633	0.8571428571
465	0.3570632226	0.8571428571
466	0.3570548521	0.8571428571
467	0.3570381512	0.8571428571
468	0.3570054011	0.8571428571
469	0.3568731245	0.8571428571
470	0.3568445978	0.8571428571
471	0.3566997981	0.8571428571
472	0.3565857161	0.8571428571
473	0.3565090148	0.8571428571
474	0.3560711218	0.8571428571
475	0.3560477914	0.8571428571
476	0.3559808301	0.8571428571
477	0.3559343074	0.8582677165
478	0.3557716516	0.8582677165
479	0.3556605306	0.8582677165
480	0.355545168	0.8582677165
481	0.3554336561	0.8582677165
482	0.3552285554	0.8582677165
483	0.3548453617	0.8593925759
484	0.3548009742	0.8571428571
485	0.354731375	0.8582677165
486	0.3545390731	0.8582677165
487	0.3544680515	0.8582677165
488	0.3543570012	0.8582677165
489	0.3542719725	0.8582677165
490	0.353986594	0.8582677165
491	0.3538393085	0.8582677165
492	0.3537646117	0.8582677165
493	0.3535959472	0.8582677165
494	0.3534978243	0.8582677165
495	0.3534344684	0.8582677165
496	0.3533947512	0.8582677165
497	0.3533684567	0.8582677165
498	0.3533349607	0.8582677165
499	0.3532586304	0.8582677165
500	0.3532567041	0.8582677165
501	0.3531555042	0.8582677165
502	0.3530747888	0.8582677165
503	0.3529192655	0.8582677165
504	0.3528423138	0.8582677165
505	0.3528164821	0.8582677165
506	0.3526197578	0.8582677165
507	0.3522513752	0.8582677165
508	0.3521316028	0.8582677165
509	0.3520244835	0.8593925759
510	0.3519534063	0.8571428571
511	0.3518235151	0.8582677165
512	0.3517195147	0.8582677165
513	0.3516873918	0.8582677165
514	0.3516119311	0.8582677165
515	0.3514945974	0.8582677165
516	0.3511431545	0.8593925759
517	0.3509660022	0.8593925759
518	0.3508358831	0.8593925759
519	0.3507513538	0.8593925759
520	0.3506303292	0.8605174353
521	0.3505538102	0.8605174353
522	0.3503756707	0.8605174353
523	0.3503574923	0.8605174353
524	0.3501555126	0.8605174353
525	0.350146576	0.8605174353
526	0.3501448329	0.8605174353
527	0.3501329403	0.8605174353
528	0.3500368188	0.8605174353
529	0.3499437171	0.8605174353
530	0.349732495	0.8605174353
531	0.3496439191	0.8605174353
532	0.3495795993	0.8605174353
533	0.3494467554	0.8605174353
534	0.3494387905	0.8605174353
535	0.3492990512	0.8605174353
536	0.3492921474	0.8605174353
537	0.3491884246	0.8605174353
538	0.3489149039	0.8616422947
539	0.3486786863	0.8627671541
540	0.3485402307	0.8627671541
541	0.3485265408	0.8627671541
542	0.348167218	0.8616422947
543	0.348052562	0.8616422947
544	0.3479926891	0.8616422947
545	0.3479112096	0.8616422947
546	0.3476180472	0.8616422947
547	0.347475718	0.8627671541
548	0.3473674898	0.8627671541
549	0.3470504011	0.8638920135
550	0.346953351	0.8638920135
551	0.3468427946	0.8638920135
552	0.3468132043	0.8638920135
553	0.346695246	0.8650168729
554	0.3466883525	0.8650168729
555	0.3464784934	0.8650168729
556	0.3463239832	0.8650168729
557	0.3462336642	0.8650168729
558	0.3461461529	0.8661417323
559	0.3460119875	0.8661417323
560	0.3459523523	0.8661417323
561	0.3459229365	0.8661417323
562	0.3458473894	0.8661417323
563	0.3457023805	0.8661417323
564	0.3455051806	0.8672665917
565	0.3454555959	0.8672665917
566	0.3454472784	0.8672665917
567	0.3453682636	0.8672665917
568	0.3452509827	0.8672665917
569	0.3451068612	0.8672665917
570	0.3449852715	0.8672665917
571	0.3447131993	0.8672665917
572	0.3445720005	0.8672665917
573	0.3444322151	0.8672665917
574	0.3442391225	0.8672665917
575	0.3442065099	0.8672665917
576	0.3441138041	0.8672665917
577	0.3440606292	0.8672665917
578	0.3439908314	0.8683914511
579	0.3438008253	0.8683914511
580	0.3436395712	0.8695163105
581	0.3435298555	0.8683914511
582	0.3434235715	0.8683914511
583	0.3432994257	0.8695163105
584	0.3432049135	0.8695163105
585	0.343111177	0.8695163105
586	0.3430192799	0.8695163105
587	0.342914861	0.8695163105
588	0.3428221198	0.8695163105
589	0.3426941371	0.8695163105
590	0.3426480059	0.8695163105
591	0.3426441076	0.8695163105
592	0.3426042692	0.8695163105
593	0.3423950751	0.8695163105
594	0.3423596518	0.8695163105
595	0.3421469126	0.8695163105
596	0.3420205118	0.8672665917
597	0.3419284365	0.8672665917
598	0.3416245652	0.8672665917
599	0.3414819912	0.8672665917
600	0.3412421747	0.8672665917
601	0.3410361993	0.8672665917
602	0.3408669459	0.8672665917
603	0.3408004527	0.8672665917
604	0.3407105352	0.8672665917
605	0.3406684886	0.8672665917
606	0.3406209291	0.8672665917
607	0.3404039605	0.8672665917
608	0.3402275541	0.8672665917
609	0.3400688888	0.8672665917
610	0.3398588928	0.8672665917
611	0.3397184092	0.8672665917
612	0.3396662209	0.8672665917
613	0.3394985636	0.8683914511
614	0.3394284148	0.8672665917
615	0.3393458734	0.8672665917
616	0.3393038866	0.8672665917
617	0.339102039	0.8683914511
618	0.338966767	0.8683914511
619	0.3389199519	0.8683914511
620	0.3388115749	0.8683914511
621	0.3387016092	0.8672665917
622	0.3384948806	0.8672665917
623	0.3383659941	0.8672665917
624	0.3382950393	0.8683914511
625	0.338112647	0.8683914511
626	0.3379457812	0.8672665917
627	0.3376176183	0.8683914511
628	0.3374743446	0.8672665917
629	0.337437119	0.8683914511
630	0.3373311561	0.8683914511
631	0.3372470145	0.8683914511
632	0.3371654885	0.8683914511
633	0.3370978506	0.8683914511
634	0.3369626369	0.8672665917
635	0.336778025	0.8683914511
636	0.3366461921	0.8683914511
637	0.3365939208	0.8683914511
638	0.3365595666	0.8683914511
639	0.3364887343	0.8672665917
640	0.3364186518	0.8672665917
641	0.33628179	0.8672665917
642	0.3359079625	0.8695163105
643	0.3355525193	0.8695163105
644	0.3351803299	0.8706411699
645	0.3350687983	0.8706411699
646	0.3350032562	0.8706411699
647	0.3346446804	0.874015748
648	0.3344948168	0.8717660292
649	0.3344692528	0.8717660292
650	0.3342819878	0.8717660292
651	0.334257237	0.8706411699
652	0.3342042424	0.8706411699
653	0.3338861596	0.8717660292
654	0.3335804976	0.8728908886
655	0.3335440245	0.8717660292
656	0.3335069871	0.8717660292
657	0.3333410531	0.8717660292
658	0.3329963643	0.8706411699
659	0.3329182459	0.8706411699
660	0.3328353722	0.8717660292
661	0.3328087729	0.8717660292
662	0.3327442147	0.8717660292
663	0.3326090267	0.8717660292
664	0.3324768485	0.8717660292
665	0.3322894498	0.8717660292
666	0.3321164488	0.8717660292
667	0.3319004975	0.8717660292
668	0.3318244356	0.8717660292
669	0.3316881237	0.8717660292
670	0.3314403464	0.8717660292
671	0.3314349896	0.8717660292
672	0.3311823366	0.8706411699
673	0.3307608178	0.8706411699
674	0.3304914316	0.8717660292
675	0.3303688075	0.8717660292
676	0.3300492767	0.8717660292
677	0.3297622879	0.8717660292
678	0.3295694434	0.8728908886
679	0.3295432111	0.8728908886
680	0.3293541947	0.8717660292
681	0.3292309541	0.8717660292
682	0.3288890838	0.8717660292
683	0.3288277561	0.8717660292
684	0.3287202556	0.8717660292
685	0.3284332773	0.8717660292
686	0.3283972253	0.8717660292
687	0.3283881778	0.8717660292
688	0.3282991554	0.8717660292
689	0.328233679	0.8717660292
690	0.3281508898	0.8717660292
691	0.3278925916	0.8728908886
692	0.3277630488	0.8728908886
693	0.3276535932	0.8728908886
694	0.3276115849	0.874015748
695	0.3272906903	0.874015748
696	0.3272047047	0.874015748
697	0.3271015471	0.874015748
698	0.3269680374	0.874015748
699	0.3268245168	0.8751406074
700	0.3267129677	0.8762654668
701	0.3264901799	0.8762654668
702	0.3264028801	0.8762654668
703	0.3263269033	0.8762654668
704	0.3262974854	0.8762654668
705	0.3261442064	0.8773903262
706	0.3260824848	0.8773903262
707	0.3258536888	0.8773903262
708	0.3255508497	0.8762654668
709	0.3254538812	0.8762654668
710	0.3253401476	0.8762654668
711	0.3252181511	0.8762654668
712	0.3251927537	0.8762654668
713	0.3250898516	0.8762654668
714	0.3250241134	0.8762654668
715	0.3248863807	0.8762654668
716	0.3246647305	0.8762654668
717	0.3246002284	0.8762654668
718	0.32448133	0.8762654668
719	0.3244081459	0.8762654668
720	0.3242763511	0.8773903262
721	0.3242043067	0.8785151856
722	0.324084941	0.8785151856
723	0.3238379577	0.8785151856
724	0.3236744136	0.8785151856
725	0.3236342716	0.8785151856
726	0.3235580966	0.8785151856
727	0.3234271939	0.8785151856
728	0.3232284048	0.8785151856
729	0.3231407786	0.8773903262
730	0.3230263122	0.8773903262
731	0.3228913891	0.8773903262
732	0.3227415533	0.8773903262
733	0.3226572325	0.8773903262
734	0.3224591789	0.8773903262
735	0.3222180809	0.8773903262
736	0.32209283	0.8773903262
737	0.3220709727	0.8773903262
738	0.3217526858	0.8773903262
739	0.3216360803	0.8773903262
740	0.32157981	0.8773903262
741	0.3215189405	0.8773903262
742	0.3212286439	0.8773903262
743	0.3211877137	0.8773903262
744	0.3211524138	0.8773903262
745	0.3207746084	0.8773903262
746	0.3207185864	0.8773903262
747	0.320516422	0.8773903262
748	0.3203406765	0.8773903262
749	0.3201491142	0.8773903262
750	0.3198375573	0.8773903262
751	0.3198080548	0.8773903262
752	0.319665311	0.8785151856
753	0.3195283944	0.8785151856
754	0.3194534995	0.8785151856
755	0.3192807272	0.8785151856
756	0.3191175189	0.8785151856
757	0.3186414244	0.879640045
758	0.3184701158	0.879640045
759	0.3183158417	0.879640045
760	0.3182276623	0.8807649044
761	0.3182147388	0.8807649044
762	0.3179061124	0.8818897638
763	0.3176771078	0.8841394826
764	0.3175312926	0.8841394826
765	0.3174006446	0.8841394826
766	0.3173480834	0.8841394826
767	0.3171099493	0.8841394826
768	0.3170276114	0.8841394826
769	0.3169562482	0.8841394826
770	0.3167608591	0.8841394826
771	0.3166103174	0.8841394826
772	0.316505234	0.8841394826
773	0.3163878676	0.8841394826
774	0.3162081723	0.8841394826
775	0.3160320772	0.8841394826
776	0.3159269567	0.8841394826
777	0.3157195702	0.8841394826
778	0.3155735342	0.8841394826
779	0.315519896	0.8841394826
780	0.3154590688	0.8841394826
781	0.315340581	0.8841394826
782	0.3152048631	0.8841394826
783	0.3151444257	0.8841394826
784	0.3150419869	0.8841394826
785	0.3149939465	0.8841394826
786	0.3147276031	0.885264342
787	0.3145623073	0.885264342
788	0.3144868635	0.8863892013
789	0.3144281136	0.8863892013
790	0.3142529266	0.885264342
791	0.3141586701	0.885264342
792	0.3140365589	0.8863892013
793	0.3138898816	0.885264342
794	0.3135629701	0.885264342
795	0.3134328037	0.885264342
796	0.3132874799	0.885264342
797	0.3132362267	0.885264342
798	0.3131551319	0.885264342
799	0.3131085154	0.885264342
800	0.3131023412	0.885264342
801	0.3130276756	0.8863892013
802	0.3129864234	0.8863892013
803	0.3129312969	0.8863892013
804	0.3126449248	0.8863892013
805	0.3124583802	0.8863892013
806	0.3123698583	0.8863892013
807	0.312225282	0.8863892013
808	0.3121357124	0.8863892013
809	0.3120201052	0.8863892013
810	0.3119207656	0.8863892013
811	0.3116191094	0.885264342
812	0.3115512168	0.885264342
813	0.3114922944	0.885264342
814	0.3113942467	0.885264342
815	0.3112061475	0.885264342
816	0.3111147324	0.885264342
817	0.3109776265	0.885264342
818	0.3108431936	0.885264342
819	0.3107356286	0.885264342
820	0.3104735648	0.885264342
821	0.3104569104	0.885264342
822	0.3104281053	0.885264342
823	0.3102294242	0.885264342
824	0.3100653089	0.885264342
825	0.3100209843	0.885264342
826	0.3098519605	0.885264342
827	0.3098331344	0.885264342
828	0.3097949256	0.8863892013
829	0.3096055718	0.8863892013
830	0.3095604949	0.8863892013
831	0.3094792959	0.8863892013
832	0.3094041005	0.8863892013
833	0.3093664089	0.885264342
834	0.3091643992	0.8863892013
835	0.3090512732	0.8886389201
836	0.3089490727	0.8886389201
837	0.3087397156	0.8886389201
838	0.3085639769	0.8863892013
839	0.3083672418	0.8863892013
840	0.3082523256	0.8863892013
841	0.3080833601	0.885264342
842	0.3080735968	0.885264342
843	0.3079311721	0.8875140607
844	0.307796405	0.8875140607
845	0.3077481873	0.8875140607
846	0.3076330721	0.8875140607
847	0.3075774647	0.8875140607
848	0.3074714141	0.8863892013
849	0.3073032299	0.8863892013
850	0.3071607584	0.8863892013
851	0.3069597218	0.8863892013
852	0.3068825685	0.8863892013
853	0.3066931834	0.8863892013
854	0.3064761504	0.8863892013
855	0.3064225261	0.8863892013
856	0.3063065749	0.8863892013
857	0.3061353161	0.8863892013
858	0.306072489	0.8863892013
859	0.3060270027	0.8863892013
860	0.3057042691	0.8863892013
861	0.3055304659	0.885264342
862	0.3054452103	0.8863892013
863	0.3053799505	0.8875140607
864	0.3053376112	0.8875140607
865	0.3050784009	0.8875140607
866	0.3049448813	0.8863892013
867	0.304774177	0.8863892013
868	0.3046692411	0.8863892013
869	0.3044223539	0.8875140607
870	0.3043133344	0.8875140607
871	0.3041028623	0.8875140607
872	0.3040040978	0.8875140607
873	0.3039158672	0.8886389201
874	0.3037580331	0.8886389201
875	0.3034327511	0.8886389201
876	0.3032024494	0.8886389201
877	0.3031568109	0.8886389201
878	0.3030245923	0.8897637795
879	0.3029623737	0.8897637795
880	0.302902236	0.8897637795
881	0.3028414316	0.8897637795
882	0.3027745656	0.8897637795
